item	item_desc	qty	lot_no	location	received_date	exp_date
021584804	CT 2974-1 BF	130000	J171214-02-2	blank	2017-12-22	2018-06-22
021584804	CT 2974-1 BF	50000	J171214-03-2	blank	2017-12-22	2018-06-22
021584804	CT 2974-1 BF	120000	J171214-01-2	blank	2017-12-22	2018-06-22
021584804	CT 2974-1 BF	100000	J171213-01-2	blank	2017-12-22	2018-06-22
104238701	CT 4426	19642	B171214-01-1	blank	2017-12-22	2018-06-22
102368701	CT 1122-C (AUP-BF) NO.7	15000	J/B171123-01-7-C	blank	2017-12-22	2018-06-22
103973401	CT 4304-B.D.F PIN	6000	C171207-01-1	blank	2017-12-22	2018-06-22
106063001	CT 1709-A/B-YD	19100	M170921-04-6	blank	2017-12-22	2018-06-22
101282501	CT 2677-1A-F	19400	B171127-03-1	blank	2017-12-22	2018-06-22
101282501	CT 2677-1A-F	19000	B171127-02-1	blank	2017-12-22	2018-06-22
102592602	CT 3835-T-A	200	B170509-01-1-A	S-RF/L4-00323	2017-12-22	2018-06-22
102592802	CT 3835-T-C	200	B170509-01-1-C	S-RF/L4-00325	2017-12-22	2018-06-22
102592702	CT 3835-T-B	200	B17050901-1-B	S-RF/L4-00324	2017-12-22	2018-06-22
021351301	CT 365-2 B AU-B	700	D160913-01-1-B	S-RE/L2-00289	2017-12-22	2018-06-22
101201601	CT 2175-A AU-B (TSUNEKI)	446	N171207-01-1-A	S-RC/L3-00155	2017-12-22	2018-06-22
021381001	CT 567 C AU-B	200	B171207-01-2-C	blank	2017-12-22	2018-06-22
021351201	CT 365-2 A AU-B	700	D150113-01-1-A	S-RE/L2-00288	2017-12-22	2018-06-22
021380901	CT 567 A AU-B	200	B171207-01-2-A	blank	2017-12-22	2018-06-22
021388401	CT 710 B AU-B	1000	A170629-01-1-B	S-RI/L4-00501	2017-12-22	2018-06-22
021388301	CT 710 A AU-B	1000	A170629-1-1-A	S-RI/L4-00506	2017-12-22	2018-06-22
021336001	CT 860 B AU-B	207	C171207-01-1-B	S-RI/L1-00534	2017-12-22	2018-06-22
021375301	CT 814 B AU-B	800	D170906-1-1-B	S-RI/L3-00512	2017-12-22	2018-06-22
021335901	CT 860 A AU-B	177	C171207-01-1-A	S-RJ/L5-00553	2017-12-22	2018-06-22
101201701	CT 2175-B AU-B (TSUNEKI)	267	N171207-01-1-B	S-RC/L3-00156	2017-12-22	2018-06-22
101206501	CT 2175-F-C (TSUNEKI)	10060	N171116-06M-1-C	S-RC/L3-00160	2017-12-22	2018-06-22
101206501	CT 2175-F-C (TSUNEKI)	10050	N171116-07-1-C	S-RC/L3-00160	2017-12-22	2018-06-22
021364801	CT 341 BF	22770	K170921-002-2	S-RP/L4-00927	2017-12-22	2018-06-22
021456401	CT 2057 C TI AU-C	1972	B171206-01-1-C	S-RK/L5-00616	2017-12-22	2018-06-22
021337802	CT 155-2 B AU-B	1015	P170303-03-2-B	S-RA/L1-00052	2017-12-22	2018-06-22
021614501	CT SMT-8103 AUP-B	4063	E171108-01	S-RK/L2-00650	2017-12-22	2018-06-22
021335602	CT 112 B AU-B	649	G170706-02-2-B	S-RA/L5-00011	2017-12-22	2018-06-22
021337702	CT 155-2 A AU-B	2138	P170303-03-2-A	S-RA/L1-00051	2017-12-22	2018-06-22
021335502	CT 112 A AU-B	1342	G170706-02-2-A	S-RA/L6-00010	2017-12-22	2018-06-22
021486303	CT 494-C AU-B (YEC)	20000	W171201-01-3-C	S-RF/L1-00354	2017-12-22	2018-06-22
021486303	CT 494-C AU-B (YEC)	10210	W171201-02-3-C	S-RF/L1-00354	2017-12-22	2018-06-22
021486303	CT 494-C AU-B (YEC)	9930	W171201-03-3-C	S-RF/L1-00354	2017-12-22	2018-06-22
021486303	CT 494-C AU-B (YEC)	4610	W171201-02-3-C	S-RF/L1-00354	2017-12-22	2018-06-22
021456301	CT 2057 B TI AU-C	3283	B171206-01-1-B	S-RK/L5-00615	2017-12-22	2018-06-22
021456201	CT 2057 A TI AU-C	1642	B171206-01-1-A	S-RK/L5-00614	2017-12-22	2018-06-22
021375001	CT 814 E AU-B	3000	D170714-1-1-E	S-RI/L4-00509	2017-12-22	2018-06-22
021436901	CT 1849 C AU-B	8426	K171205-01-1-C	S-RC/L6-00125	2017-12-22	2018-06-22
101201501	CT 176#4 AU-B	6175	J171206-01-2	S-RB/L3-00097	2017-12-22	2018-06-22
021367001	CT 785 B AU-B	3740	B171109-02-1-B	S-RH/L2-00469	2017-12-22	2018-06-22
021374801	CT 814 G AU-B	3000	D170407-01-1-G	S-RI/L4-00507	2017-12-22	2018-06-22
101202001	CT 298-1 B AU-B	1040	M170612-01-6-B	S-RD/L4-00204	2017-12-22	2018-06-22
102560101	CT 3571-2	2864	C171208-04-1	S-RN/L4-00804	2017-12-22	2018-06-22
102560101	CT 3571-2	5250	C171208-02-1	S-RN/L4-00804	2017-12-22	2018-06-22
102560101	CT 3571-2	5240	C171208-03-1	S-RN/L4-00804	2017-12-22	2018-06-22
102560101	CT 3571-2	2310	C171208-05-1	S-RN/L4-00804	2017-12-22	2018-06-22
102560101	CT 3571-2	4790	C171208-01-1	S-RN/L4-00804	2017-12-22	2018-06-22
101202401	CT  451-B	9950	S171204-01-3-B	S-RG/L5-00374	2017-12-22	2018-06-22
101202401	CT  451-B	4870	S171204-02-3-B	S-RG/L5-00374	2017-12-22	2018-06-22
101203101	CT 683 C AU-B (YEC)	4791	K170302-01-2-C	S-RP/L5-00919	2017-12-22	2018-06-22
101201901	CT 298-1 A AU-B	3000	M170726-01-6-A	S-RD/L4-00203	2017-12-22	2018-06-22
101203001	CT 683 B AU-B (YEC)	4179	K170302-01-2-B	S-RP/L5-00918	2017-12-22	2018-06-22
101202901	CT 683 A AU-B (YEC)	5856	K170302-01-2-A	S-RP/L5-00917	2017-12-22	2018-06-22
105968701	CT 1655-A-YD	21000	F171003-06-1-A	blank	2017-12-22	2018-06-22
105968701	CT 1655-A-YD	20900	F171003-03-1-A	blank	2017-12-22	2018-06-22
105968701	CT 1655-A-YD	20600	F171003-04-1-A	blank	2017-12-22	2018-06-22
105968701	CT 1655-A-YD	21000	F171003-08-1-A	blank	2017-12-22	2018-06-22
105968701	CT 1655-A-YD	20900	F171003-01M-1-A	blank	2017-12-22	2018-06-22
105968701	CT 1655-A-YD	21000	F171002-04-1-A	blank	2017-12-22	2018-06-22
105968701	CT 1655-A-YD	21000	F171002-03-1-A	blank	2017-12-22	2018-06-22
105968701	CT 1655-A-YD	19000	F171002-01M-1-A	blank	2017-12-22	2018-06-22
105968701	CT 1655-A-YD	20700	F171004-02-1-A	blank	2017-12-22	2018-06-22
105968701	CT 1655-A-YD	21000	F171004-01-1-A	blank	2017-12-22	2018-06-22
105968701	CT 1655-A-YD	21000	F171004-04-1-A	blank	2017-12-22	2018-06-22
105968701	CT 1655-A-YD	21000	F171004-03-1-A	blank	2017-12-22	2018-06-22
106856901	CT 5424-B-YD	19400	A171121-01-1	 	2017-12-22	2018-06-22
105349301	CT 4149-1-D-2	5000	L171025-01-1D	blank	2017-12-22	2018-06-22
103783401	CT 4014 -2	29	D111213-01-1	S-RG/L4-00383	2017-12-22	2018-06-22
021342902	CT 238 B AU-B	21	E171020-01-3-B	S-RD/L4-00208	2017-12-22	2018-06-22
021512501	CT 1139-2 C AU-F	1000	C151006-01-1-C	S-RA/L3-00038	2017-12-22	2018-06-22
