item	item_desc	qty	lot_no	location	received_date	exp_date
021368702	CT 3107-A AU-B	844	B170802-01-1-A	blank	2017-09-23	2018-03-23
104380701	CONTACT 3590 NI	130000	G170918-02-3	blank	2017-09-23	2018-03-23
104380701	CONTACT 3590 NI	129300	G170916-02-3	blank	2017-09-23	2018-03-23
104380701	CONTACT 3590 NI	130000	G170918-01-3	blank	2017-09-23	2018-03-23
106896101	CT 2088-YD-A/B/C (FURUKAWA)	25600	L170724-3-W-0013	 	2017-09-23	2018-03-23
106896101	CT 2088-YD-A/B/C (FURUKAWA)	29600	L170724-3-W-0015	 	2017-09-23	2018-03-23
106896101	CT 2088-YD-A/B/C (FURUKAWA)	26600	L170724-3-W-0010	 	2017-09-23	2018-03-23
106896101	CT 2088-YD-A/B/C (FURUKAWA)	29500	L170724-3-W-0011	 	2017-09-23	2018-03-23
106896101	CT 2088-YD-A/B/C (FURUKAWA)	25047	L170724-3-W-0014	 	2017-09-23	2018-03-23
106896101	CT 2088-YD-A/B/C (FURUKAWA)	29800	L170724-3-W-0012	 	2017-09-23	2018-03-23
106896101	CT 2088-YD-A/B/C (FURUKAWA)	29400	L170721-3-W-0006	 	2017-09-23	2018-03-23
106896101	CT 2088-YD-A/B/C (FURUKAWA)	29800	L170724-3-W-0017	 	2017-09-23	2018-03-23
106896101	CT 2088-YD-A/B/C (FURUKAWA)	12280	L170724-3-W-0018	 	2017-09-23	2018-03-23
106896101	CT 2088-YD-A/B/C (FURUKAWA)	29700	L170721-3-W-0007	 	2017-09-23	2018-03-23
106896101	CT 2088-YD-A/B/C (FURUKAWA)	29600	L170721-3-W-0008	 	2017-09-23	2018-03-23
106896101	CT 2088-YD-A/B/C (FURUKAWA)	27200	L170721-3-W-0009	 	2017-09-23	2018-03-23
105968701	CT 1655-A-YD	16400	F170907-13-1-A	blank	2017-09-23	2018-03-23
105968701	CT 1655-A-YD	16500	F170907-12-1-A	blank	2017-09-23	2018-03-23
105968701	CT 1655-A-YD	14500	F170907-08-1-A	blank	2017-09-23	2018-03-23
105968701	CT 1655-A-YD	14900	F170907-04-1-A	blank	2017-09-23	2018-03-23
105968701	CT 1655-A-YD	16300	F170907-03-1-A	blank	2017-09-23	2018-03-23
105968701	CT 1655-A-YD	16200	F170907-02-1-A	blank	2017-09-23	2018-03-23
105968701	CT 1655-A-YD	16400	F170906-05-1-A	blank	2017-09-23	2018-03-23
105968701	CT 1655-A-YD	13100	F170906-04-1-A	blank	2017-09-23	2018-03-23
105968701	CT 1655-A-YD	15400	F170906-02-1-A	blank	2017-09-23	2018-03-23
105718001	CT 4741-5-A/B/C-PD	16900	J170902-01-3	blank	2017-09-23	2018-03-23
105718001	CT 4741-5-A/B/C-PD	20600	J170901-02-3	blank	2017-09-23	2018-03-23
105718001	CT 4741-5-A/B/C-PD	17900	J170902-03-3	blank	2017-09-23	2018-03-23
105718001	CT 4741-5-A/B/C-PD	16900	J170902-02-3	blank	2017-09-23	2018-03-23
105718001	CT 4741-5-A/B/C-PD	18700	J170901-01-3	blank	2017-09-23	2018-03-23
021445902	CT 1983 D AU-B	1000	G170914-01-D	blank	2017-09-23	2018-03-23
101931701	CT 1699 B BF (YEC)	4452	J170915-01-3-B	blank	2017-09-23	2018-03-23
101931601	CT 1699 A BF (YEC)	11700	J170915-01-3-A	blank	2017-09-23	2018-03-23
103291503	CT 3800-5-ABC PIN	3000	H170914-01-3	blank	2017-09-23	2018-03-23
021445802	CT 1983 C AU-B	1100	G170914-01-C	blank	2017-09-23	2018-03-23
103290901	CT 1709-AB BF	18000	M170918-01-6	blank	2017-09-23	2018-03-23
103290901	CT 1709-AB BF	18000	M170918-02-6	blank	2017-09-23	2018-03-23
103290901	CT 1709-AB BF	18000	M170918-03-6	blank	2017-09-23	2018-03-23
103290901	CT 1709-AB BF	18000	M170918-04-6	blank	2017-09-23	2018-03-23
103290901	CT 1709-AB BF	18000	M170919-01-6	blank	2017-09-23	2018-03-23
103290901	CT 1709-AB BF	18000	M170919-02-6	blank	2017-09-23	2018-03-23
103290901	CT 1709-AB BF	18000	M170919-04-6	blank	2017-09-23	2018-03-23
103290901	CT 1709-AB BF	18000	M170919-03-6	blank	2017-09-23	2018-03-23
105820101	CT 4969-1-PD	1000	F-20	S-RP/L6-00903	2017-09-23	2018-03-23
021436701	CT 1849 A AU-B	3429	K170802-03-1-A	S-RC/L6-00123	2017-09-23	2018-03-23
021436701	CT 1849 A AU-B	6571	K170802-04-1-A	S-RC/L6-00123	2017-09-23	2018-03-23
101206501	CT 2175-F-C (TSUNEKI)	9900	N170719-01Z-1-C	S-RC/L3-00160	2017-09-23	2018-03-23
101206501	CT 2175-F-C (TSUNEKI)	9970	N170718-04-1-C	S-RC/L3-00160	2017-09-23	2018-03-23
101206501	CT 2175-F-C (TSUNEKI)	2210	N170718-03-1-C	S-RC/L3-00160	2017-09-23	2018-03-23
021364201	CT 701 B AU-B	278	A160802-01-1-B	S-RJ/L2-00585	2017-09-23	2018-03-23
021378901	CT 866 B AU-B	876	F160425-02-1-B	S-RI/L6-00482	2017-09-23	2018-03-23
021341701	CT 205B AU-B	377	D170627-01-2-B	S-RL/L5-00679	2017-09-23	2018-03-23
021386101	CT 866 A AU-B	879	F160425-02-1-A	S-RI/L6-00483	2017-09-23	2018-03-23
021614501	CT SMT-8103 AUP-B	4920	E170411-2-1	S-RK/L2-00650	2017-09-23	2018-03-23
103573501	CT 1849-5-C	8482	K170908-01-1-C	S-RB/L2-00105	2017-09-23	2018-03-23
103688301	CT 2175-C-2	10000	N170228-03-1C	S-RE/L6-00250	2017-09-23	2018-03-23
103573601	CT 1849-5-D	6453	K170908-01-1-D	S-RB/L2-00106	2017-09-23	2018-03-23
021364101	CT 701 A AU-B	278	A160802-01-1-A	S-RJ/L5-00558	2017-09-23	2018-03-23
021382701	CT 911 C AU-B	180	E170403-01-2-C	S-RJ/L5-00552	2017-09-23	2018-03-23
021341601	CT 205A AU-B	375	D170627-01-2-A	S-RD/L4-00205	2017-09-23	2018-03-23
021378701	CT 866 D AU-B	875	F160422-01-1-D	S-RH/L1-00480	2017-09-23	2018-03-23
021363402	CT 679 C AU-B	1178	E160715-1-1-C	S-RH/L5-00437	2017-09-23	2018-03-23
021363302	CT 679 B AU-B	1261	E160715-1-1-B	S-RH/L5-00438	2017-09-23	2018-03-23
021382601	CT 911 B AU-B	311	E170403-01-2-B	S-RI/L1-00535	2017-09-23	2018-03-23
021351501	CT 403 B AU-B	200	C161025-01-1-B	S-RM/L6-00728	2017-09-23	2018-03-23
021363202	CT 679 A AU-B	1262	E140807-01-1-A	S-RH/L5-00439	2017-09-23	2018-03-23
021351401	CT 403 A AU-B	240	C161025-01-1-A	S-RG/L4-00381	2017-09-23	2018-03-23
021378501	CT 866 C AU-B	876	F160423-01-1-C	S-RI/L6-00481	2017-09-23	2018-03-23
021394501	CT 1165 A AU-B	336	C160427-01-1-A	S-RL/L4-00681	2017-09-23	2018-03-23
021382501	CT 911 A AU-B	440	E170403-01-2-A	S-RI/L2-00525	2017-09-23	2018-03-23
021394601	CT 1165 B AU-B	336	C160427-01-1-B	S-RL/L4-00682	2017-09-23	2018-03-23
106379001	NP568-001#CV NO.2	4752	160318	blank	2016-03-23	2018-03-23
021038401	IC51-1004-1919#IN PEI	10	A151119	R38-2/L2-07171	2016-03-23	2018-03-23
020446701	IC234-1444-053#IN-A	2	B160302	R40-1/L2-07447	2016-03-23	2018-03-23
021675702	IC398-0151-001#SF-D	300	60219-M090	R06-1/L2-01490	2016-03-23	2018-03-23
104998801	IC357-1444-107#IN-A	139	A160225	R41-1/L1-07669	2016-03-23	2018-03-23
021709701	ST-26 JD	40	L160308	R44-2/L3-08339	2016-03-23	2018-03-23
021700701	ST-03	202	D160126	R44-2/L3-08335	2016-03-23	2018-03-23
021687901	ST-06 PES	40	D160205	R44-2/L3-08334	2016-03-23	2018-03-23
021703401	ST-38 PES	40	E150409	R44-2/L3-08329	2016-03-23	2018-03-23
020439202	IC234-1604-018#LV	8	F150423	R09-2/L4-02430	2016-03-23	2018-03-23
020328301	IC118-2508#IN	6	J151121	R38-1/L2-07097	2016-03-23	2018-03-23
020575302	NP291-28807#LT	6	B160301	R08-1/L2-02065	2016-03-23	2018-03-23
020028901	IC46-3010#IN	25	G160204	R14-2/L2-03015	2016-03-23	2018-03-23
106281401	NP587-001#SP	5500	160319/160320	R21-2/L3-04257	2016-03-23	2018-03-23
105621501	NP383-180-328#IN-B	325	160321	R33-1/L2-06171	2016-03-23	2018-03-23
104998901	IC357-1444-107P#IN-B	119	A160228	R23-1/L1-04583	2016-03-23	2018-03-23
104998901	IC357-1444-107P#IN-B	34	A160315	R23-1/L1-04583	2016-03-23	2018-03-23
104769501	NP436-17101#IN-A-1NO.4	3439	K160303	R18-2/L3-03697	2016-03-23	2018-03-23
103497401	NP506-056-017#SD	4427	160317	R19-2/L3-03871	2016-03-23	2018-03-23
105960101	IC357-1284-151#IN-A	42	A160224	R15-1/L1-03127	2016-03-23	2018-03-23
105960101	IC357-1284-151#IN-A	448	A160201	R15-1/L1-03127	2016-03-23	2018-03-23
103429701	(0)+PH SCREW M1.4X1.5 TYPE-1 SUS	20	151126	R05-2/L4-01295	2016-03-23	2018-03-23
021718201	CS-K5131	992	15914	R03-1/L2-00649	2016-03-23	2018-03-23
105939201	CS-817	1957	630300	R02-1/L3-00343	2016-03-23	2018-03-23
106241901	CS-848	100	630900	R01-1/L4-00050	2016-03-23	2018-03-23
102060801	IC357-1444-059#LB	3	A160122	R12-2/L1-02677	2016-03-23	2018-03-23
020080802	IC51-0242-214#IN PES (PAIR)	2	C150318	R36-1/L2-06739	2016-03-23	2018-03-23
104045601	CS-632	306	621260	R03-1/L2-00651	2016-03-23	2018-03-23
105852301	CS-804	471	622200	R01-2/L5-00144	2016-03-23	2018-03-23
105916001	CS-642-5	48	590800	R01-1/L4-00035	2016-03-23	2018-03-23
101004701	IC398-0100-116#GP	90	C160222	R39-2/L3-07330	2016-03-23	2018-03-23
020840902	IC357-1444-023#SD	10	A160215	R33-2/L3-06237	2016-03-23	2018-03-23
105960201	IC357-1284-151P#IN-B	125	B160205	R15-1/L3-03071	2016-03-23	2018-03-23
105960201	IC357-1284-151P#IN-B	365	B160307	R15-1/L3-03071	2016-03-23	2018-03-23
104769601	NP436-17101#IN-B NO.4	3416	F160302	R18-2/L3-03715	2016-03-23	2018-03-23
103720401	NP506-028#LT	7171	160316	R08-1/L3-02040	2016-03-23	2018-03-23
103720401	NP506-028#LT	6253	160317	R08-1/L3-02040	2016-03-23	2018-03-23
106485801	NP364-182#CV	212	160318	blank	2016-03-23	2018-03-23
102033903	NP483-1521-001#IN-B	290	160316	R41-2/L1-07745	2016-03-23	2018-03-23
102033903	NP483-1521-001#IN-B	202	160317	R41-2/L1-07745	2016-03-23	2018-03-23
021643502	M SHAFT-01 (1.5 L=34) [R]	10	CZ233364-306564	R04-2/L5-01002	2016-03-23	2018-03-23
020865002	IC398-0151-001#SC[R]	90	C-234440-306551	R03-1/L5-00576	2016-03-23	2018-03-23
021646002	M SHAFT-66 (3.0 L=42) [R]	290	CZ015048-306552	R05-1/L1-01244	2016-03-23	2018-03-23
021659002	P SHAFT-89 (1.5 L=27.5) [R]	10	CE-232102-306562	R06-1/L4-01448	2016-03-23	2018-03-23
021657902	M SHAFT-140 (3.0 L=6) [R]	20	CZ-014987-306561	R06-1/L5-01411	2016-03-23	2018-03-23
021652802	M SHAFT-14 (2.0 L=35) [R]	46	CZ-234367-306557	R05-1/L2-01210	2016-03-23	2018-03-23
021676402	P SHAFT-141 (2.0 L=36) [R]	10	CE231944-306563	R05-1/L5-01129	2016-03-23	2018-03-23
103555702	D20-172#SF[PBFREE]	271	B-233055-306567	R05-2/L2-01346	2016-03-23	2018-03-23
021647102	M SHAFT-77 (3.0 L=46) [R]	20	CZ-014902-306550	R05-1/L1-01246	2016-03-23	2018-03-23
021643102	M SHAFT-05 (1.5 L=25) [R]	1022	CZ-234507-306549	R05-1/L2-01205	2016-03-23	2018-03-23
103555602	B20-115#SF[PBFREE]	269	B-233987-306566	R05-2/L2-01350	2016-03-23	2018-03-23
102459601	NP383-196-149#SF-1	72	A233237-306559	R04-2/L3-01053	2016-03-23	2018-03-23
021660702	P SHAFT-109 (2.0 L=46.5) [R]	179	CE-234540-306553	R06-1/L3-01465	2016-03-23	2018-03-23
102459703	NP383-196-149#SF-2	72	C-233986-306560	R04-2/L3-01054	2016-03-23	2018-03-23
021643302	M SHAFT-03 (1.5 L=30) [R]	227	CZ-234505-306556	R05-1/L2-01208	2016-03-23	2018-03-23
102983801	M-SHAFT-162[R]	14995	CZ-015054-306570	R06-1/L5-01415	2016-03-23	2018-03-23
104348603	CT 4368 #SPRING-2 (MICRO)	65000	162A25	blank	2016-03-23	2018-03-23
