item	item_desc	qty	lot_no	location	received_date	exp_date
104140601	CT 2180-2 (PLATED)	38700		blank	2017-08-30	2018-03-02
104140601	CT 2180-2 (PLATED)	39200		blank	2017-08-30	2018-03-02
104140601	CT 2180-2 (PLATED)	39200		blank	2017-08-30	2018-03-02
104140601	CT 2180-2 (PLATED)	39000		blank	2017-08-30	2018-03-02
104140601	CT 2180-2 (PLATED)	34700		blank	2017-08-30	2018-03-02
100805501	CT 3134-2 (YEC)	27800		blank	2017-08-30	2018-03-02
103975401	CT 4304-A.C.E..PIN	18700		blank	2017-08-30	2018-03-02
021584804	CT 2974-1 BF	63813		blank	2017-08-30	2018-03-02
103376501	CT 4048-ABC	12200		blank	2017-08-30	2018-03-02
103376501	CT 4048-ABC	40000		blank	2017-08-30	2018-03-02
105715501	CT 4741-7-A/B-PD	8400		blank	2017-08-30	2018-03-02
102520402	CT 3584-1-H (YEC)	23000		blank	2017-08-30	2018-03-02
021623401	CT 424-D BF	40000		blank	2017-08-30	2018-03-02
106450801	CT 5044-5-A/B/C	30000		blank	2017-08-30	2018-03-02
104908301	CT 2063 A	40000		blank	2017-08-30	2018-03-02
104908301	CT 2063 A	40000		blank	2017-08-30	2018-03-02
104908301	CT 2063 A	33100		blank	2017-08-30	2018-03-02
104908401	CT 2063 B	35000		blank	2017-08-30	2018-03-02
104908401	CT 2063 B	40000		blank	2017-08-30	2018-03-02
104908401	CT 2063 B	40000		blank	2017-08-30	2018-03-02
104908401	CT 2063 B	40000		blank	2017-08-30	2018-03-02
104908401	CT 2063 B	23000		blank	2017-08-30	2018-03-02
021945402	CT 338 A AU-B	12140		S-RE/L2-00286	2017-08-30	2018-03-02
021945402	CT 338 A AU-B	6000		S-RE/L2-00286	2017-08-30	2018-03-02
021945402	CT 338 A AU-B	1960		S-RE/L2-00286	2017-08-30	2018-03-02
106849001	CT 5397-AG	40180		Blank	2017-08-30	2018-03-02
106849001	CT 5397-AG	40790		Blank	2017-08-30	2018-03-02
106849001	CT 5397-AG	40130		Blank	2017-08-30	2018-03-02
106849001	CT 5397-AG	40710		Blank	2017-08-30	2018-03-02
106849001	CT 5397-AG	51480		Blank	2017-08-30	2018-03-02
106849001	CT 5397-AG	40040		Blank	2017-08-30	2018-03-02
106849001	CT 5397-AG	40980		Blank	2017-08-30	2018-03-02
106487001	CT 2640-1-YD	25800		blank	2017-08-30	2018-03-02
106487001	CT 2640-1-YD	36000		blank	2017-08-30	2018-03-02
106715701	CT 5472-1 BF	170507		blank	2017-08-30	2018-03-02
