item	item_desc	qty	lot_no	location	received_date	exp_date
105968701	CT 1655-A-YD	12500	F170913-08-1-A	blank	2017-10-04	2018-04-04
105968701	CT 1655-A-YD	14400	F170913-07-1-A	blank	2017-10-04	2018-04-04
105968701	CT 1655-A-YD	16500	F170913-05-1-A	blank	2017-10-04	2018-04-04
105968701	CT 1655-A-YD	16500	F170913-06-1-A	blank	2017-10-04	2018-04-04
105968701	CT 1655-A-YD	16000	F170913-01-1-A	blank	2017-10-04	2018-04-04
105968701	CT 1655-A-YD	4900	F170923-01-1-A	blank	2017-10-04	2018-04-04
105968701	CT 1655-A-YD	21000	F170921-02-1-A	blank	2017-10-04	2018-04-04
105968701	CT 1655-A-YD	20900	F170923-02Z-1-A	blank	2017-10-04	2018-04-04
105923701	CT 2894-B-YD	4700	D170821-01-1-B	blank	2017-10-04	2018-04-04
021445902	CT 1983 D AU-B	3000	G170922-01-1-D	blank	2017-10-04	2018-04-04
021583002	CT 2894-A BF	-3798	D170501-01-1-A	blank	2017-10-04	2018-04-04
021445802	CT 1983 C AU-B	3000	G170926-01-1-C	blank	2017-10-04	2018-04-04
103774401	CT 2331-A-1	30	170925SP2-2	S-RC/L4-00150	2017-10-04	2018-04-04
103774501	CT 2331-B-1	30	170925SP2-2	S-RC/L4-00149	2017-10-04	2018-04-04
103774601	CT 2331-C-1	24	170925SP2-2	S-RC/L3-00152	2017-10-04	2018-04-04
106901301	CT 2088 A/B/C-BF (NAISEI PLATE)	24600	L170908-3-X-0036	 	2017-10-04	2018-04-04
106901301	CT 2088 A/B/C-BF (NAISEI PLATE)	24600	L170908-3-X-0034	 	2017-10-04	2018-04-04
106901301	CT 2088 A/B/C-BF (NAISEI PLATE)	22300	L170908-3-X-0035	 	2017-10-04	2018-04-04
106901301	CT 2088 A/B/C-BF (NAISEI PLATE)	3180	L170908-3-X-0026	 	2017-10-04	2018-04-04
106901301	CT 2088 A/B/C-BF (NAISEI PLATE)	29700	L170908-3-X-0025	 	2017-10-04	2018-04-04
106901301	CT 2088 A/B/C-BF (NAISEI PLATE)	29500	L170908-3-X-0030	 	2017-10-04	2018-04-04
106901301	CT 2088 A/B/C-BF (NAISEI PLATE)	10720	L170908-3-X-0029	 	2017-10-04	2018-04-04
106901301	CT 2088 A/B/C-BF (NAISEI PLATE)	26800	L170908-3-X-0033	 	2017-10-04	2018-04-04
106901301	CT 2088 A/B/C-BF (NAISEI PLATE)	29800	L170908-3-X-0031	 	2017-10-04	2018-04-04
106901301	CT 2088 A/B/C-BF (NAISEI PLATE)	26600	L170908-3-X-0032	 	2017-10-04	2018-04-04
106901301	CT 2088 A/B/C-BF (NAISEI PLATE)	25500	L170908-3-X-0022	 	2017-10-04	2018-04-04
106901301	CT 2088 A/B/C-BF (NAISEI PLATE)	8400	L170907-3-X-0023	 	2017-10-04	2018-04-04
106901301	CT 2088 A/B/C-BF (NAISEI PLATE)	29500	L170907-3-X-0024	 	2017-10-04	2018-04-04
106901301	CT 2088 A/B/C-BF (NAISEI PLATE)	29500	L170907-3-X-0019	 	2017-10-04	2018-04-04
106901301	CT 2088 A/B/C-BF (NAISEI PLATE)	17302	L170907-3-X-0020	 	2017-10-04	2018-04-04
106901301	CT 2088 A/B/C-BF (NAISEI PLATE)	25500	L170907-3-X-0021	 	2017-10-04	2018-04-04
106901301	CT 2088 A/B/C-BF (NAISEI PLATE)	3600	L170908-3-X-0028	 	2017-10-04	2018-04-04
106062901	CT 5128-A/B-YD	8500	E170907-09-1	blank	2017-10-04	2018-04-04
106062901	CT 5128-A/B-YD	9720	E170907-10-1	blank	2017-10-04	2018-04-04
106062901	CT 5128-A/B-YD	-500	E170908-01-1	blank	2017-10-04	2018-04-04
106062901	CT 5128-A/B-YD	51200	E170908-04-1	blank	2017-10-04	2018-04-04
106062901	CT 5128-A/B-YD	16900	E170907-08-1	blank	2017-10-04	2018-04-04
106062901	CT 5128-A/B-YD	-29300	E170908-03-1	blank	2017-10-04	2018-04-04
106062901	CT 5128-A/B-YD	50900	E170908-05-1	blank	2017-10-04	2018-04-04
106062901	CT 5128-A/B-YD	49200	E170908-06-1	blank	2017-10-04	2018-04-04
105642501	CT 5078	2500	A-12	S-RL/L1-00713	2017-10-04	2018-04-04
106796501	CT 5128-A-NM	610	E170909-03-1-A	blank	2017-10-04	2018-04-04
106899501	CT 5128-B-NM	500	E170909-03-1-B	 	2017-10-04	2018-04-04
